"BranchID","Cell Type","ClusterID","PercentMatchArc","Persistence","TreeID","downNodeId","isDummyArc","isImportantPair","upNodeId"
0,3,0,200,1.2925,0,2,0,1,0
0,3,0,200,1.2925,0,4,0,1,2
1,3,0,200,0.85377,0,6,1,1,2
1,3,0,200,0.85377,0,6,0,1,2
0,3,0,200,1.2925,0,8,0,1,4
2,3,0,200,0.85367,0,10,1,1,4
2,3,0,200,0.85367,0,10,0,1,4
3,3,0,200,0.18239,0,12,1,1,8
3,3,0,200,0.18239,0,12,0,1,8
0,3,0,200,1.2925,0,14,0,1,8
3,3,0,200,0.18239,0,16,0,1,12
4,3,0,100,0.015852,0,18,1,1,12
4,3,0,100,0.015852,0,18,0,1,12
5,3,0,200,0.12305,0,20,1,1,14
5,3,0,200,0.12305,0,20,0,1,14
0,3,0,200,1.2925,0,22,0,1,14
5,3,0,200,0.12305,0,24,0,1,20
6,3,0,100,0.014391,0,26,1,1,20
6,3,0,100,0.014391,0,26,0,1,20
0,3,0,200,1.2925,0,28,0,1,22
7,3,0,200,0.050791,0,30,1,1,22
7,3,0,200,0.050791,0,30,0,1,22
0,3,0,200,1.2925,0,32,0,1,28
8,3,0,200,0.099095,0,34,1,1,28
8,3,0,200,0.099095,0,34,0,1,28
0,3,0,200,1.2925,0,36,0,1,32
9,3,0,100,0.01861,0,38,1,1,32
9,3,0,100,0.01861,0,38,0,1,32
0,3,0,200,1.2925,0,40,0,1,36
10,3,0,100,0.013208,0,42,1,1,36
10,3,0,100,0.013208,0,42,0,1,36
0,3,0,200,1.2925,0,44,0,1,40
11,3,0,100,0.016205,0,46,1,1,40
11,3,0,100,0.016205,0,46,0,1,40
0,3,0,200,1.2925,0,48,0,1,44
12,3,0,100,0.014958,0,50,1,1,44
12,3,0,100,0.014958,0,50,0,1,44
