"BranchNodeID","ClusterID","CriticalType","NodeId","PercentMatchNode","Persistence","Scalar","TreeID","VertexId","isDummyNode","isImportantPair"
0,0,3,0,200,0.74718,0.74718,0,37416,0,1
1,0,1,2,200,0.097938,0.33752,0,35505,0,1
1,0,1,2,200,0.097938,0.33752,0,35505,1,1
2,0,1,4,200,0.28391,0.32109,0,28594,0,1
2,0,1,4,200,0.28391,0.32109,0,28594,1,1
1,0,0,6,200,0.097938,0.23959,0,24360,0,1
1,0,0,6,200,0.097938,0.23959,0,24360,1,1
3,0,1,8,200,0.30084,0.31124,0,25553,0,1
3,0,1,8,200,0.30084,0.31124,0,25553,1,1
2,0,0,10,200,0.28391,0.037184,0,36252,0,1
2,0,0,10,200,0.28391,0.037184,0,36252,1,1
4,0,1,12,200,0.1728,0.25537,0,24363,0,1
4,0,1,12,200,0.1728,0.25537,0,24363,1,1
3,0,0,14,200,0.30084,0.010397,0,29915,0,1
3,0,0,14,200,0.30084,0.010397,0,29915,1,1
5,0,1,16,200,0.12964,0.19895,0,18234,0,1
5,0,1,16,200,0.12964,0.19895,0,18234,1,1
4,0,0,18,200,0.1728,0.082574,0,27194,0,1
4,0,0,18,200,0.1728,0.082574,0,27194,1,1
6,0,1,20,200,0.092802,0.1718,0,29763,0,1
6,0,1,20,200,0.092802,0.1718,0,29763,1,1
5,0,0,22,200,0.12964,0.069307,0,25722,0,1
5,0,0,22,200,0.12964,0.069307,0,25722,1,1
7,0,1,24,200,0.082646,0.14405,0,19117,0,1
7,0,1,24,200,0.082646,0.14405,0,19117,1,1
6,0,0,26,200,0.092802,0.078996,0,18532,0,1
6,0,0,26,200,0.092802,0.078996,0,18532,1,1
8,0,1,28,200,0.10246,0.13953,0,27494,0,1
8,0,1,28,200,0.10246,0.13953,0,27494,1,1
7,0,0,30,200,0.082646,0.0614,0,28290,0,1
7,0,0,30,200,0.082646,0.0614,0,28290,1,1
9,0,1,32,200,0.073355,0.12307,0,23004,0,1
9,0,1,32,200,0.073355,0.12307,0,23004,1,1
8,0,0,34,200,0.10246,0.037063,0,21845,0,1
8,0,0,34,200,0.10246,0.037063,0,21845,1,1
10,0,1,36,200,0.083742,0.10931,0,37571,0,1
10,0,1,36,200,0.083742,0.10931,0,37571,1,1
9,0,0,38,200,0.073355,0.049717,0,19418,0,1
9,0,0,38,200,0.073355,0.049717,0,19418,1,1
11,0,1,40,200,0.091178,0.10868,0,21694,0,1
11,0,1,40,200,0.091178,0.10868,0,21694,1,1
10,0,0,42,200,0.083742,0.025566,0,26003,0,1
10,0,0,42,200,0.083742,0.025566,0,26003,1,1
12,0,1,44,100,0.017666,0.066348,0,21694,0,1
12,0,1,44,100,0.017666,0.066348,0,21694,1,1
11,0,0,46,200,0.091178,0.017505,0,23915,0,1
11,0,0,46,200,0.091178,0.017505,0,23915,1,1
0,0,0,48,200,0.74718,0,0,6672,0,1
0,0,0,48,200,0.74718,0,0,6672,1,1
12,0,0,50,100,0.017666,0.048682,0,21845,0,1
12,0,0,50,100,0.017666,0.048682,0,21845,1,1
